unit_id,proba_failure,needs_maintenance,days_to_maintenance,message
3521,0.9952897,1,1,in 1 days machine 3521.0 needs maintenance
3779,0.0021265794,0,7,
6083,0.998028,1,1,in 1 days machine 6083.0 needs maintenance
2178,0.9999534,1,1,in 1 days machine 2178.0 needs maintenance
1270,0.9985965,1,1,in 1 days machine 1270.0 needs maintenance
8135,0.9984817,1,1,in 1 days machine 8135.0 needs maintenance
1556,0.9317602,1,1,in 1 days machine 1556.0 needs maintenance
6276,0.9991743,1,1,in 1 days machine 6276.0 needs maintenance
9303,0.025376305,0,7,
4613,8.011497e-05,0,7,
1361,0.0046343086,0,7,
9437,0.9955966,1,1,in 1 days machine 9437.0 needs maintenance
1988,0.9914903,1,1,in 1 days machine 1988.0 needs maintenance
3265,0.0010764669,0,7,
7179,0.00023580667,0,7,
8933,0.02396957,0,7,
8227,0.00022619334,0,7,
7932,0.9969296,1,1,in 1 days machine 7932.0 needs maintenance
545,0.0045340606,0,7,
4853,0.0015646227,0,7,
4503,0.09487587,0,6,
6121,0.0001564741,0,7,
7699,0.00590535,0,7,
1020,0.00039983733,0,7,
3097,0.99971217,1,1,in 1 days machine 3097.0 needs maintenance
8145,0.00068793964,0,7,
6415,0.0012178441,0,7,
7938,0.0014102786,0,7,
7324,0.9676558,1,1,in 1 days machine 7324.0 needs maintenance
6677,0.00041516992,0,7,
6303,0.015390135,0,7,
9817,0.0011753355,0,7,
918,0.6651396,1,3,in 3 days machine 918.0 needs maintenance
1358,0.0001644587,0,7,
9191,0.0054561454,0,7,
4611,0.0005824316,0,7,
3533,0.13183808,0,6,
1339,0.98686695,1,1,in 1 days machine 1339.0 needs maintenance
8274,0.9986627,1,1,in 1 days machine 8274.0 needs maintenance
4937,0.023395276,0,7,
8615,0.0011687775,0,7,
3613,0.9655028,1,1,in 1 days machine 3613.0 needs maintenance
9899,0.009178655,0,7,
279,0.998066,1,1,in 1 days machine 279.0 needs maintenance
4324,0.00033706188,0,7,
7295,0.9935776,1,1,in 1 days machine 7295.0 needs maintenance
2918,0.97820526,1,1,in 1 days machine 2918.0 needs maintenance
4275,6.655575e-05,0,7,
8276,0.99335164,1,1,in 1 days machine 8276.0 needs maintenance
2639,0.0002979735,0,7,
404,0.00041570174,0,7,
5407,0.00091733574,0,7,
24,0.9945452,1,1,in 1 days machine 24.0 needs maintenance
1801,0.9987129,1,1,in 1 days machine 1801.0 needs maintenance
2378,0.9679588,1,1,in 1 days machine 2378.0 needs maintenance
3052,0.9969879,1,1,in 1 days machine 3052.0 needs maintenance
2081,0.005850934,0,7,
508,0.0004047706,0,7,
9431,0.8771064,1,2,in 2 days machine 9431.0 needs maintenance
1665,0.8117231,1,2,in 2 days machine 1665.0 needs maintenance
56,0.0023870764,0,7,
6684,0.99941444,1,1,in 1 days machine 6684.0 needs maintenance
7810,0.9993568,1,1,in 1 days machine 7810.0 needs maintenance
8526,0.9975158,1,1,in 1 days machine 8526.0 needs maintenance
4262,0.9448483,1,1,in 1 days machine 4262.0 needs maintenance
7648,0.0005897361,0,7,
4665,0.9966794,1,1,in 1 days machine 4665.0 needs maintenance
9415,0.78652716,1,2,in 2 days machine 9415.0 needs maintenance
9194,0.00018981006,0,7,
8136,0.0010624187,0,7,
7165,0.99540424,1,1,in 1 days machine 7165.0 needs maintenance
9838,0.00025087444,0,7,
2754,0.9393189,1,1,in 1 days machine 2754.0 needs maintenance
6795,0.9071793,1,2,in 2 days machine 6795.0 needs maintenance
9364,0.00024363787,0,7,
70,0.99025375,1,1,in 1 days machine 70.0 needs maintenance
6434,0.9883542,1,1,in 1 days machine 6434.0 needs maintenance
8786,0.993206,1,1,in 1 days machine 8786.0 needs maintenance
6612,0.0280746,0,7,
9348,0.9881124,1,1,in 1 days machine 9348.0 needs maintenance
1994,0.9394569,1,1,in 1 days machine 1994.0 needs maintenance
2246,0.995738,1,1,in 1 days machine 2246.0 needs maintenance
1533,0.95275754,1,1,in 1 days machine 1533.0 needs maintenance
9642,0.99662966,1,1,in 1 days machine 9642.0 needs maintenance
8218,0.006660846,0,7,
2341,0.00024585632,0,7,
1116,8.3355066e-05,0,7,
7927,0.03164301,0,7,
5455,0.89602077,1,2,in 2 days machine 5455.0 needs maintenance
4561,0.0005815263,0,7,
203,0.0009787384,0,7,
4444,0.99955994,1,1,in 1 days machine 4444.0 needs maintenance
2582,0.9989813,1,1,in 1 days machine 2582.0 needs maintenance
8831,0.038515877,0,7,
2545,0.00024893068,0,7,
2840,0.99036247,1,1,in 1 days machine 2840.0 needs maintenance
6481,0.59767467,1,3,in 3 days machine 6481.0 needs maintenance
76,0.9999137,1,1,in 1 days machine 76.0 needs maintenance
4019,0.14558555,0,6,
7852,0.9976979,1,1,in 1 days machine 7852.0 needs maintenance
2158,0.97596985,1,1,in 1 days machine 2158.0 needs maintenance
990,0.13786395,0,6,
5567,0.9914402,1,1,in 1 days machine 5567.0 needs maintenance
3634,0.99522156,1,1,in 1 days machine 3634.0 needs maintenance
9569,0.99995923,1,1,in 1 days machine 9569.0 needs maintenance
2216,0.00022373762,0,7,
6645,0.9874679,1,1,in 1 days machine 6645.0 needs maintenance
8556,0.0022367886,0,7,
1754,0.9763873,1,1,in 1 days machine 1754.0 needs maintenance
1351,0.0067810654,0,7,
2895,0.99441093,1,1,in 1 days machine 2895.0 needs maintenance
84,0.9881186,1,1,in 1 days machine 84.0 needs maintenance
8665,0.98234624,1,1,in 1 days machine 8665.0 needs maintenance
4930,0.01146229,0,7,
798,0.0009431069,0,7,
9975,0.99964845,1,1,in 1 days machine 9975.0 needs maintenance
5472,0.79316294,1,2,in 2 days machine 5472.0 needs maintenance
913,0.998911,1,1,in 1 days machine 913.0 needs maintenance
6465,0.9965702,1,1,in 1 days machine 6465.0 needs maintenance
1802,0.98518234,1,1,in 1 days machine 1802.0 needs maintenance
7903,0.9980501,1,1,in 1 days machine 7903.0 needs maintenance
4655,0.99923074,1,1,in 1 days machine 4655.0 needs maintenance
8805,0.9813549,1,1,in 1 days machine 8805.0 needs maintenance
3199,0.00034621664,0,7,
9979,0.99494153,1,1,in 1 days machine 9979.0 needs maintenance
4595,0.9989335,1,1,in 1 days machine 4595.0 needs maintenance
9862,0.998691,1,1,in 1 days machine 9862.0 needs maintenance
7220,0.9893839,1,1,in 1 days machine 7220.0 needs maintenance
5319,0.0007336026,0,7,
345,0.00039693734,0,7,
1383,0.9473378,1,1,in 1 days machine 1383.0 needs maintenance
7302,0.0015974302,0,7,
9782,8.264882e-05,0,7,
7282,0.020114228,0,7,
2829,0.92174673,1,1,in 1 days machine 2829.0 needs maintenance
7800,0.009525594,0,7,
5339,0.0004881723,0,7,
2646,0.99734396,1,1,in 1 days machine 2646.0 needs maintenance
454,0.9669293,1,1,in 1 days machine 454.0 needs maintenance
2883,0.0016847148,0,7,
8798,0.0020369096,0,7,
5244,0.0003283275,0,7,
8748,0.9992686,1,1,in 1 days machine 8748.0 needs maintenance
5845,0.0004893368,0,7,
9816,0.8025592,1,2,in 2 days machine 9816.0 needs maintenance
6930,0.18011485,0,6,
9685,0.9960253,1,1,in 1 days machine 9685.0 needs maintenance
5017,0.025303436,0,7,
5312,0.95995873,1,1,in 1 days machine 5312.0 needs maintenance
3704,0.00039957062,0,7,
2830,0.89684266,1,2,in 2 days machine 2830.0 needs maintenance
8075,0.0040008863,0,7,
7326,0.9926448,1,1,in 1 days machine 7326.0 needs maintenance
3007,0.0005715172,0,7,
4418,0.0022162516,0,7,
5545,0.001464002,0,7,
5567,0.00031879058,0,7,
9440,0.99596834,1,1,in 1 days machine 9440.0 needs maintenance
9552,9.699509e-05,0,7,
6366,0.9920614,1,1,in 1 days machine 6366.0 needs maintenance
3464,0.76521385,1,2,in 2 days machine 3464.0 needs maintenance
9725,0.9899843,1,1,in 1 days machine 9725.0 needs maintenance
7799,0.00028629726,0,7,
2729,0.00062999816,0,7,
4255,0.0020011552,0,7,
3899,0.026973918,0,7,
2137,0.0013671063,0,7,
4105,0.24457881,0,6,
1714,0.0003427854,0,7,
2482,0.9963599,1,1,in 1 days machine 2482.0 needs maintenance
4407,0.99788946,1,1,in 1 days machine 4407.0 needs maintenance
4474,0.9996629,1,1,in 1 days machine 4474.0 needs maintenance
5965,0.99935037,1,1,in 1 days machine 5965.0 needs maintenance
6967,0.008825605,0,7,
9897,0.0006780877,0,7,
4712,0.998478,1,1,in 1 days machine 4712.0 needs maintenance
7979,0.88153523,1,2,in 2 days machine 7979.0 needs maintenance
7484,0.9614772,1,1,in 1 days machine 7484.0 needs maintenance
6054,0.9968221,1,1,in 1 days machine 6054.0 needs maintenance
2614,0.9977017,1,1,in 1 days machine 2614.0 needs maintenance
5191,0.96329725,1,1,in 1 days machine 5191.0 needs maintenance
1366,0.9963309,1,1,in 1 days machine 1366.0 needs maintenance
3560,0.9982311,1,1,in 1 days machine 3560.0 needs maintenance
3561,0.90433836,1,2,in 2 days machine 3561.0 needs maintenance
5790,0.9992029,1,1,in 1 days machine 5790.0 needs maintenance
3898,0.99787056,1,1,in 1 days machine 3898.0 needs maintenance
1202,0.98494947,1,1,in 1 days machine 1202.0 needs maintenance
4661,0.9763873,1,1,in 1 days machine 4661.0 needs maintenance
8052,0.0015604292,0,7,
9743,0.9641143,1,1,in 1 days machine 9743.0 needs maintenance
3522,0.53896743,1,4,in 4 days machine 3522.0 needs maintenance
8345,0.9941521,1,1,in 1 days machine 8345.0 needs maintenance
1682,0.9604807,1,1,in 1 days machine 1682.0 needs maintenance
2662,0.99388087,1,1,in 1 days machine 2662.0 needs maintenance
1614,0.11470204,0,6,
3684,0.9949361,1,1,in 1 days machine 3684.0 needs maintenance
7407,0.9999093,1,1,in 1 days machine 7407.0 needs maintenance
8218,0.9988751,1,1,in 1 days machine 8218.0 needs maintenance
4583,0.9967597,1,1,in 1 days machine 4583.0 needs maintenance
7621,0.0008938726,0,7,
9487,0.0006439046,0,7,
6154,0.037821304,0,7,
9699,0.9960543,1,1,in 1 days machine 9699.0 needs maintenance
2608,0.999054,1,1,in 1 days machine 2608.0 needs maintenance
4098,0.9992663,1,1,in 1 days machine 4098.0 needs maintenance
687,0.99664104,1,1,in 1 days machine 687.0 needs maintenance
9155,0.9635753,1,1,in 1 days machine 9155.0 needs maintenance
6042,0.9884151,1,1,in 1 days machine 6042.0 needs maintenance
6258,0.14010876,0,6,
4888,0.9933646,1,1,in 1 days machine 4888.0 needs maintenance
2695,0.5360203,1,4,in 4 days machine 2695.0 needs maintenance
8469,0.0038625472,0,7,
9716,0.996527,1,1,in 1 days machine 9716.0 needs maintenance
6095,0.99427164,1,1,in 1 days machine 6095.0 needs maintenance
4714,0.13143787,0,6,
9757,0.89163005,1,2,in 2 days machine 9757.0 needs maintenance
9605,0.9999045,1,1,in 1 days machine 9605.0 needs maintenance
7438,0.9961987,1,1,in 1 days machine 7438.0 needs maintenance
4514,0.00786637,0,7,
4731,0.96355414,1,1,in 1 days machine 4731.0 needs maintenance
9702,0.99445903,1,1,in 1 days machine 9702.0 needs maintenance
2448,0.9956435,1,1,in 1 days machine 2448.0 needs maintenance
158,0.98523027,1,1,in 1 days machine 158.0 needs maintenance
1338,0.93436295,1,1,in 1 days machine 1338.0 needs maintenance
5980,0.001849843,0,7,
1774,0.99516475,1,1,in 1 days machine 1774.0 needs maintenance
5148,0.99709857,1,1,in 1 days machine 5148.0 needs maintenance
3163,0.0041853413,0,7,
3423,0.00082439726,0,7,
9776,0.9996934,1,1,in 1 days machine 9776.0 needs maintenance
6929,0.9489261,1,1,in 1 days machine 6929.0 needs maintenance
2393,0.9530238,1,1,in 1 days machine 2393.0 needs maintenance
773,0.9907851,1,1,in 1 days machine 773.0 needs maintenance
1807,0.9991849,1,1,in 1 days machine 1807.0 needs maintenance
7256,0.0006179629,0,7,
9810,0.00951785,0,7,
4338,0.00021079983,0,7,
5529,0.0001095418,0,7,
9253,0.9991026,1,1,in 1 days machine 9253.0 needs maintenance
6728,6.7822366e-05,0,7,
584,0.99566287,1,1,in 1 days machine 584.0 needs maintenance
2286,0.00041046803,0,7,
5852,0.99918467,1,1,in 1 days machine 5852.0 needs maintenance
3044,0.99538475,1,1,in 1 days machine 3044.0 needs maintenance
9215,0.0386766,0,7,
3052,0.9973871,1,1,in 1 days machine 3052.0 needs maintenance
5563,0.99657816,1,1,in 1 days machine 5563.0 needs maintenance
6958,0.9994474,1,1,in 1 days machine 6958.0 needs maintenance
453,0.8109052,1,2,in 2 days machine 453.0 needs maintenance
7037,0.0026221403,0,7,
7590,7.5191754e-05,0,7,
4066,0.0014517881,0,7,
5436,0.9950883,1,1,in 1 days machine 5436.0 needs maintenance
9516,0.87470734,1,2,in 2 days machine 9516.0 needs maintenance
5302,0.94049525,1,1,in 1 days machine 5302.0 needs maintenance
3819,0.9984238,1,1,in 1 days machine 3819.0 needs maintenance
821,0.9689835,1,1,in 1 days machine 821.0 needs maintenance
6332,0.9964373,1,1,in 1 days machine 6332.0 needs maintenance
296,0.010391374,0,7,
6175,0.029164579,0,7,
8716,0.9951084,1,1,in 1 days machine 8716.0 needs maintenance
651,0.0011904525,0,7,
8263,0.99277145,1,1,in 1 days machine 8263.0 needs maintenance
8299,0.97279423,1,1,in 1 days machine 8299.0 needs maintenance
3629,0.9946883,1,1,in 1 days machine 3629.0 needs maintenance
8762,0.99651474,1,1,in 1 days machine 8762.0 needs maintenance
7689,0.9988826,1,1,in 1 days machine 7689.0 needs maintenance
8367,0.03469838,0,7,
7124,0.9945539,1,1,in 1 days machine 7124.0 needs maintenance
5857,0.9970921,1,1,in 1 days machine 5857.0 needs maintenance
8744,0.6831924,1,3,in 3 days machine 8744.0 needs maintenance
8517,0.9915917,1,1,in 1 days machine 8517.0 needs maintenance
7186,0.00023865794,0,7,
1460,0.9994879,1,1,in 1 days machine 1460.0 needs maintenance
1081,0.00044403973,0,7,
9821,0.0009626298,0,7,
8751,0.9896483,1,1,in 1 days machine 8751.0 needs maintenance
9648,0.99696004,1,1,in 1 days machine 9648.0 needs maintenance
8500,0.99817455,1,1,in 1 days machine 8500.0 needs maintenance
6747,0.99797434,1,1,in 1 days machine 6747.0 needs maintenance
1418,0.00014364287,0,7,
5653,0.00018600606,0,7,
972,4.265003e-05,0,7,
1464,0.8997186,1,2,in 2 days machine 1464.0 needs maintenance
6180,0.0022744646,0,7,
6018,0.9839399,1,1,in 1 days machine 6018.0 needs maintenance
1198,0.9991404,1,1,in 1 days machine 1198.0 needs maintenance
8116,0.9916664,1,1,in 1 days machine 8116.0 needs maintenance
6515,0.9991326,1,1,in 1 days machine 6515.0 needs maintenance
2280,0.9965515,1,1,in 1 days machine 2280.0 needs maintenance
6291,0.99863476,1,1,in 1 days machine 6291.0 needs maintenance
644,0.9954769,1,1,in 1 days machine 644.0 needs maintenance
7301,0.00053181575,0,7,
35,0.8256182,1,2,in 2 days machine 35.0 needs maintenance
734,0.97722363,1,1,in 1 days machine 734.0 needs maintenance
7662,0.0035751078,0,7,
5910,0.99659735,1,1,in 1 days machine 5910.0 needs maintenance
1363,0.94844437,1,1,in 1 days machine 1363.0 needs maintenance
4243,0.9927626,1,1,in 1 days machine 4243.0 needs maintenance
5368,0.010758096,0,7,
8405,0.002926896,0,7,
7015,0.016825302,0,7,
2463,0.9984837,1,1,in 1 days machine 2463.0 needs maintenance
9405,0.9994136,1,1,in 1 days machine 9405.0 needs maintenance
572,0.85464734,1,2,in 2 days machine 572.0 needs maintenance
539,0.9955551,1,1,in 1 days machine 539.0 needs maintenance
1954,0.9990901,1,1,in 1 days machine 1954.0 needs maintenance
1969,0.99943036,1,1,in 1 days machine 1969.0 needs maintenance
6218,0.9008104,1,2,in 2 days machine 6218.0 needs maintenance
7255,0.99118876,1,1,in 1 days machine 7255.0 needs maintenance
3275,0.0012407599,0,7,
3499,0.9951499,1,1,in 1 days machine 3499.0 needs maintenance
5021,0.996296,1,1,in 1 days machine 5021.0 needs maintenance
9980,0.0009707943,0,7,
9748,0.001030702,0,7,
6091,0.04246274,0,7,
9091,0.0011669853,0,7,
6572,0.9964144,1,1,in 1 days machine 6572.0 needs maintenance
958,0.95849127,1,1,in 1 days machine 958.0 needs maintenance
7815,0.010570429,0,7,
3235,0.21702912,0,6,
8247,0.9993994,1,1,in 1 days machine 8247.0 needs maintenance
7072,0.0001468278,0,7,
2947,0.00037038888,0,7,
5044,0.99786276,1,1,in 1 days machine 5044.0 needs maintenance
8045,0.9996891,1,1,in 1 days machine 8045.0 needs maintenance
4447,0.005772357,0,7,
2933,0.015963212,0,7,
8258,0.008796936,0,7,
900,0.6500493,1,3,in 3 days machine 900.0 needs maintenance
5863,0.00081557734,0,7,
7511,0.00012006833,0,7,
3521,0.99819285,1,1,in 1 days machine 3521.0 needs maintenance
8840,0.00084572274,0,7,
8331,0.75201106,1,2,in 2 days machine 8331.0 needs maintenance
4546,0.0009289056,0,7,
5418,0.0032859691,0,7,
8241,0.0004061348,0,7,
1859,0.02023256,0,7,
9446,0.9031468,1,2,in 2 days machine 9446.0 needs maintenance
6541,0.9965243,1,1,in 1 days machine 6541.0 needs maintenance
920,0.0017119591,0,7,
3918,0.998323,1,1,in 1 days machine 3918.0 needs maintenance
8208,0.9899828,1,1,in 1 days machine 8208.0 needs maintenance
9488,0.00030477744,0,7,
9658,0.000572826,0,7,
249,0.984124,1,1,in 1 days machine 249.0 needs maintenance
8983,0.94213873,1,1,in 1 days machine 8983.0 needs maintenance
1068,0.00013910118,0,7,
9659,0.9905289,1,1,in 1 days machine 9659.0 needs maintenance
6474,0.101542845,0,6,
2715,0.998483,1,1,in 1 days machine 2715.0 needs maintenance
2666,0.0001433573,0,7,
297,0.99703383,1,1,in 1 days machine 297.0 needs maintenance
7297,0.9965766,1,1,in 1 days machine 7297.0 needs maintenance
4806,0.0005469694,0,7,
6121,0.99886155,1,1,in 1 days machine 6121.0 needs maintenance
6423,0.0027038509,0,7,
5194,0.003077334,0,7,
8047,0.99974114,1,1,in 1 days machine 8047.0 needs maintenance
1170,0.0008307224,0,7,
786,0.04896724,0,7,
9203,0.99873894,1,1,in 1 days machine 9203.0 needs maintenance
2512,0.0044304514,0,7,
4499,0.03382953,0,7,
1025,0.99312276,1,1,in 1 days machine 1025.0 needs maintenance
6287,0.0034863087,0,7,
3810,0.0020836638,0,7,
8016,0.00032049805,0,7,
6476,0.0017848043,0,7,
5536,0.9968837,1,1,in 1 days machine 5536.0 needs maintenance
9897,0.0003461805,0,7,
8123,0.9964059,1,1,in 1 days machine 8123.0 needs maintenance
547,0.9866572,1,1,in 1 days machine 547.0 needs maintenance
8737,0.0015810732,0,7,
1573,0.006207796,0,7,
9777,0.46885893,0,4,
3657,0.018043393,0,7,
9568,0.0012153259,0,7,
7405,0.0024089909,0,7,
7125,0.003716193,0,7,
3679,0.9969541,1,1,in 1 days machine 3679.0 needs maintenance
9726,0.9931825,1,1,in 1 days machine 9726.0 needs maintenance
676,0.99921656,1,1,in 1 days machine 676.0 needs maintenance
1602,0.8901738,1,2,in 2 days machine 1602.0 needs maintenance
7324,0.9967205,1,1,in 1 days machine 7324.0 needs maintenance
4840,0.99862945,1,1,in 1 days machine 4840.0 needs maintenance
4232,0.70998096,1,3,in 3 days machine 4232.0 needs maintenance
9449,0.99581367,1,1,in 1 days machine 9449.0 needs maintenance
7548,0.21459171,0,6,
3845,0.0031947524,0,7,
4724,0.9988446,1,1,in 1 days machine 4724.0 needs maintenance
8698,0.0019415037,0,7,
9705,0.99755716,1,1,in 1 days machine 9705.0 needs maintenance
9141,0.99253136,1,1,in 1 days machine 9141.0 needs maintenance
5137,0.12668885,0,6,
6778,0.9992107,1,1,in 1 days machine 6778.0 needs maintenance
2145,0.002997055,0,7,
2862,0.9913203,1,1,in 1 days machine 2862.0 needs maintenance
6965,0.98597175,1,1,in 1 days machine 6965.0 needs maintenance
8001,0.008268273,0,7,
6495,0.018427134,0,7,
4337,0.9908749,1,1,in 1 days machine 4337.0 needs maintenance
5859,0.07623784,0,7,
1073,0.74539006,1,3,in 3 days machine 1073.0 needs maintenance
6599,0.9999707,1,1,in 1 days machine 6599.0 needs maintenance
68,0.9819989,1,1,in 1 days machine 68.0 needs maintenance
4502,0.36916557,0,5,
4569,0.0023275907,0,7,
3321,0.9990277,1,1,in 1 days machine 3321.0 needs maintenance
8991,0.80077016,1,2,in 2 days machine 8991.0 needs maintenance
3671,0.0011389918,0,7,
5862,0.9934303,1,1,in 1 days machine 5862.0 needs maintenance
5790,0.0010914603,0,7,
1804,0.9948201,1,1,in 1 days machine 1804.0 needs maintenance
6866,0.9992859,1,1,in 1 days machine 6866.0 needs maintenance
7354,0.99744236,1,1,in 1 days machine 7354.0 needs maintenance
7949,0.99793845,1,1,in 1 days machine 7949.0 needs maintenance
8542,0.996167,1,1,in 1 days machine 8542.0 needs maintenance
2483,0.00017019635,0,7,
3570,0.13308859,0,6,
2470,0.99917966,1,1,in 1 days machine 2470.0 needs maintenance
291,0.9989022,1,1,in 1 days machine 291.0 needs maintenance
6011,0.022845495,0,7,
5281,0.00022187793,0,7,
221,0.99776495,1,1,in 1 days machine 221.0 needs maintenance
3557,0.00026317433,0,7,
3804,0.9971806,1,1,in 1 days machine 3804.0 needs maintenance
4405,7.4993826e-05,0,7,
326,0.9970951,1,1,in 1 days machine 326.0 needs maintenance
9088,0.8941699,1,2,in 2 days machine 9088.0 needs maintenance
8689,0.0025395234,0,7,
3937,0.99537116,1,1,in 1 days machine 3937.0 needs maintenance
7671,0.9971214,1,1,in 1 days machine 7671.0 needs maintenance
5737,0.0075577595,0,7,
9999,0.0006781262,0,7,
248,0.00051663874,0,7,
6701,0.96910906,1,1,in 1 days machine 6701.0 needs maintenance
784,0.0024903633,0,7,
3146,0.9976718,1,1,in 1 days machine 3146.0 needs maintenance
6532,0.9906657,1,1,in 1 days machine 6532.0 needs maintenance
4460,0.010439119,0,7,
5948,3.782571e-05,0,7,
9320,0.0026211767,0,7,
7509,0.0017816407,0,7,
1859,0.98390967,1,1,in 1 days machine 1859.0 needs maintenance
3148,0.99921155,1,1,in 1 days machine 3148.0 needs maintenance
3632,0.00010701423,0,7,
1278,0.998885,1,1,in 1 days machine 1278.0 needs maintenance
4030,0.9674883,1,1,in 1 days machine 4030.0 needs maintenance
7242,0.006980173,0,7,
3593,0.98530453,1,1,in 1 days machine 3593.0 needs maintenance
4733,0.994981,1,1,in 1 days machine 4733.0 needs maintenance
2700,0.946179,1,1,in 1 days machine 2700.0 needs maintenance
1266,0.016432347,0,7,
2348,0.4390657,0,4,
2790,0.0024707573,0,7,
3890,0.0001896174,0,7,
1456,0.17871548,0,6,
451,0.9927638,1,1,in 1 days machine 451.0 needs maintenance
2923,0.9999726,1,1,in 1 days machine 2923.0 needs maintenance
5933,3.9186893e-05,0,7,
1029,0.98500025,1,1,in 1 days machine 1029.0 needs maintenance
4636,0.98839337,1,1,in 1 days machine 4636.0 needs maintenance
7172,0.9999399,1,1,in 1 days machine 7172.0 needs maintenance
3808,0.9990808,1,1,in 1 days machine 3808.0 needs maintenance
4954,0.00056719535,0,7,
3141,0.0017515902,0,7,
6127,0.00054913154,0,7,
6174,0.99767166,1,1,in 1 days machine 6174.0 needs maintenance
6556,0.0234949,0,7,
8558,0.001394225,0,7,
5475,0.0063662995,0,7,
9490,0.99738985,1,1,in 1 days machine 9490.0 needs maintenance
7397,0.0017472517,0,7,
6456,0.02085257,0,7,
8049,0.005907265,0,7,
5210,0.002288562,0,7,
5061,0.00058188057,0,7,
737,0.0012779282,0,7,
4888,0.99469924,1,1,in 1 days machine 4888.0 needs maintenance
8065,0.9947352,1,1,in 1 days machine 8065.0 needs maintenance
5957,0.9864631,1,1,in 1 days machine 5957.0 needs maintenance
9883,0.99140376,1,1,in 1 days machine 9883.0 needs maintenance
7318,0.0008669111,0,7,
3084,0.0016022972,0,7,
4216,0.0002986914,0,7,
100,0.99743736,1,1,in 1 days machine 100.0 needs maintenance
7932,0.00034505792,0,7,
4299,0.058538016,0,7,
1893,0.0024308527,0,7,
5961,0.9984256,1,1,in 1 days machine 5961.0 needs maintenance
7426,0.017732063,0,7,
5586,0.008520261,0,7,
1237,0.0002715937,0,7,
6330,0.9963851,1,1,in 1 days machine 6330.0 needs maintenance
3311,0.00048897846,0,7,
5516,4.9828446e-05,0,7,
8391,0.00042446295,0,7,
8651,0.0017972987,0,7,
1056,0.0029703688,0,7,
489,0.0005041314,0,7,
9866,0.0013948227,0,7,
