unit_id,product_id,engine_type,air_temp,process_temp,rpm,torque_nm,tool_wear,target,timestamp
37,L50355,L,0.43819111714768066,0.723949987547446,6.302297198813798,-2.995510074721597,-1.1161926644359643,1,2025-11-07 22:22:05.611405
38,H33389,L,0.5982563622199649,0.6042816241171917,-0.399824406497962,-0.2897879899566337,0.7124100927303308,0,2025-11-07 22:22:05.611405
38,M20303,L,-1.1711163571642496,-0.2795258474795118,-0.2597097030273436,0.9517843741850027,1.7749222477150928,1,2025-11-07 22:32:05.611405
38,L56530,M,0.7985849754115499,0.5366838754919253,-1.3778782534909304,2.524886828216112,-0.702505682305083,0,2025-11-07 22:42:05.611405
40,L55993,L,-1.4551119229935894,-1.2884553373908814,1.186059514897416,-0.9685039035585726,1.545638271362297,0,2025-11-07 22:22:05.611405
41,L56746,L,1.7501458880714862,1.3478568589953905,-0.5434933331748952,1.6764919362136885,-0.30947352257302363,0,2025-11-07 22:22:05.611405
42,M20626,M,0.12946320493573696,0.016140377448776277,0.9116067735144577,-1.0690565532994525,1.9617721750349382,1,2025-11-07 22:22:05.611405
42,M22349,H,-1.5051940762914926,-1.423650834641491,1.694426486215795,-1.2679373948535455,1.1211635388516727,0,2025-11-07 22:32:05.611405
42,M23992,L,0.14751698253894843,0.9422703672436388,-1.2231578709157716,1.267266164777226,-1.4885700017692018,0,2025-11-07 22:42:05.611405
42,L52599,M,-1.4551119229935894,-1.085662091515044,-0.20642392827901349,-0.26982575720363594,1.1526061116302375,0,2025-11-07 22:52:05.611405
42,H36448,L,-0.503551010333653,-1.085662091515044,-1.0131802088494846,1.2572850484007267,1.2626551163552142,0,2025-11-07 23:02:05.611405
45,L50830,L,1.199242201794663,0.2662928809907446,-0.460607413938203,0.7582292295757719,0.3036566466089891,0,2025-11-07 22:22:05.611405
45,L52151,L,-1.2353782157670081,-1.3091583224271033,-1.249094160466675,2.106698903840985,1.3736708259317725,1,2025-11-07 22:32:05.611405
46,L47354,L,1.0990778951988847,0.40148837824135414,-1.057386032442387,0.8380781605877643,0.8381803838445899,1,2025-11-07 22:22:05.611405
46,M23209,H,-1.5051940762914926,-1.2884553373908814,-0.7147908995973925,0.7582292295757719,-0.45096510007656504,0,2025-11-07 22:32:05.611405
47,L55823,L,0.4146231585100627,1.2261798113942806,-0.6842133464984343,1.0896037551562059,1.73848485712354,1,2025-11-07 22:22:05.611405
47,L53201,L,0.2476812891347267,-0.10113121986424586,-0.7786047911367215,0.6291153914712567,1.6324837697982362,1,2025-11-07 22:32:05.611405
47,M15913,M,0.39792774902840833,0.6718793727424964,0.22458285175178608,-0.3396935718391292,0.02067349160190629,0,2025-11-07 22:42:05.611405
47,L52889,M,1.4496529682841228,1.4830523562459619,-1.3668267975927046,1.4369451431777103,0.44514822411253047,0,2025-11-07 22:52:05.611405
48,L52811,L,0.14751698253894843,-0.5448801025127208,-0.7037394436991669,0.4787579710337966,1.4513105530266026,0,2025-11-07 22:22:05.611405
48,M17283,L,1.2552594482992392,0.9176072093126344,-1.2300740700167134,2.835391142541078,1.5328265468809874,1,2025-11-07 22:32:05.611405
50,M15963,L,-1.3521523802044364,-1.1622519885192353,-0.9089983591059521,1.1801752426203784,1.7122984786746447,1,2025-11-07 22:22:05.611405
50,M22715,L,1.5091525556360943,1.3309087767488585,-0.8613101723008835,0.5648343257764251,1.9857890364831836,1,2025-11-07 22:32:05.611405
51,L55779,L,0.8018796324260071,0.0640555002834459,-1.178724853388145,0.8158998749877289,-0.48551034974108487,1,2025-11-07 22:22:05.611405
51,M16062,L,-0.503551010333653,-1.018064342889739,0.10854256482041696,-0.1899768261916427,1.3569828346909083,0,2025-11-07 22:32:05.611405
52,L50039,L,1.3064623385962661,1.541126587905903,-0.47477284122982855,1.4389024575121896,2.195942918519536,1,2025-11-07 22:22:05.611405
53,M17902,L,1.2523202777799625,0.6083253326118886,-1.1439576871192876,1.7049822855582824,-0.17174374486978544,1,2025-11-07 22:22:05.611405
53,M19177,L,0.33808046195270836,1.2802591103700858,-1.0893559860440452,1.7648195181986892,1.4121595430299323,1,2025-11-07 22:32:05.611405
53,M15682,L,-0.8541260834188912,-1.3560530860161861,-0.5379676052257825,0.7282858804462741,-0.6710631095265183,0,2025-11-07 22:42:05.611405
54,L48831,L,-1.4108659064788838,-1.3217962378816535,-1.373864986088432,2.909808986707433,0.8190080776086666,1,2025-11-07 22:22:05.611405
55,M21763,L,-0.4034533006984674,0.19874007656520717,-1.035213315969194,0.8883089170737968,2.0486149085754755,1,2025-11-07 22:22:05.611405
55,M17062,L,-0.6216696678933799,-0.10677054171775481,-0.9524501608964727,1.2551201673526737,1.6828282466145523,1,2025-11-07 22:32:05.611405
55,H35922,M,0.14751698253894843,-0.0716958621357025,0.3958804181742834,-1.0982584164530609,1.089720966073108,0,2025-11-07 22:42:05.611405
58,L54157,L,-0.7038796235252095,-0.0716958621357025,0.2964173150902527,-0.25984464082713665,-0.9540462645336011,0,2025-11-07 22:22:05.611405
59,L52589,L,1.0990778951988847,0.40148837824135414,-1.1347462237299664,1.3171717466597215,0.8067378110660252,1,2025-11-07 22:22:05.611405
59,H35124,L,-0.8541260834188912,-0.6124778511379871,-0.013023450060064964,0.29909787625681306,0.24077150105185957,0,2025-11-07 22:32:05.611405
60,L54053,L,0.7985849754115499,0.6042816241171917,-0.8529340983252128,1.067643837247244,1.3727041210801907,0,2025-11-07 22:22:05.611405
61,H39336,L,1.199242201794663,0.06349963511490707,0.09196538097307852,-0.7089948777695962,0.382263078555401,0,2025-11-07 22:22:05.611405
61,M14973,M,-0.6537974702273347,-0.27448910801154003,1.0976478677116108,-1.2679373948535455,-0.45096510007656504,0,2025-11-07 22:32:05.611405
61,H36984,M,-0.9542903900146694,-1.220857588765615,-1.090540400137064,0.8081348114582674,-0.8439972598086245,0,2025-11-07 22:42:05.611405
63,M18347,M,-0.3533045504399714,-0.5448801025127208,0.257737219446463,-0.20993905894464118,0.3350992193875538,0,2025-11-07 22:22:05.611405
63,M22167,M,0.9989135886031064,0.2662928809907446,1.5949633831317642,-1.3677485586185365,-0.4038012409087179,0,2025-11-07 22:32:05.611405
63,M21715,L,0.43574555946702026,0.7563073992108096,-1.629491089990123,2.5120938704008946,1.2110623172900783,1,2025-11-07 22:42:05.611405
64,M19816,M,-0.0027294773547332,-0.27448910801154003,0.4345605138180731,-0.37961803734512545,-0.8597185461979069,0,2025-11-07 22:22:05.611405
64,H38064,L,-0.15297593724841485,0.5366838754919253,0.2743144032938014,-0.3995802700981239,1.2940976891337788,0,2025-11-07 22:32:05.611405
65,L51058,L,-0.3533045504399714,-0.8828688456391679,-0.8087282747323103,1.4169829104247127,-0.43524381368728265,0,2025-11-07 22:22:05.611405
68,L56834,H,0.2476812891347267,0.46908612686662055,0.6334867199861344,-1.1381828819590571,0.8381803838445899,0,2025-11-07 22:22:05.611405
68,L49315,L,-1.0043725433125728,-0.6124778511379871,-0.36667003880328514,0.4288523891513011,0.25649278744114196,0,2025-11-07 22:32:05.611405
68,L51827,L,1.7501458880714862,1.2126613617448194,-0.4882360536837671,0.5186824365397935,1.0268358205159784,0,2025-11-07 22:42:05.611405
69,L54320,M,0.19759913583682334,0.9422703672436388,-1.0187059367985973,1.6166052379546947,0.22505021466257719,0,2025-11-07 22:22:05.611405
70,M17762,L,-0.6985949526780846,-0.7801867043089133,6.884908652816998,-3.2818938664897397,0.184656934800975,1,2025-11-07 22:22:05.611405
70,L55181,M,-2.156262069164094,-2.5728125612714035,1.1031735956607238,-1.4076730241245332,-0.21514580423732937,0,2025-11-07 22:32:05.611405
71,L49133,M,1.4997351215820263,0.7394771213678013,-0.07380645750030593,-0.26982575720363594,1.0739996796838256,0,2025-11-07 22:22:05.611405
72,L48840,M,-1.2047011565041295,-0.9504665942644343,-0.31693848726126983,-0.17001459343864492,-1.07981655564786,0,2025-11-07 22:22:05.611405
72,M21003,L,1.0777183463181765,0.280707770536353,6.268550893600172,-2.8595949543689376,-0.024408065415271796,1,2025-11-07 22:32:05.611405
73,L54511,L,0.5223801678759097,0.38234347572049243,-1.2468257686044129,3.243652924647383,-1.0062727559581905,1,2025-11-07 22:22:05.611405
73,L56696,M,-0.4033867037378747,-1.085662091515044,-0.6871622598518284,0.34900345813930855,-0.8597185461979069,0,2025-11-07 22:32:05.611405
73,L56136,M,1.5630609021955466,1.1927724292201907,6.354734733325923,-2.9522553278185697,-1.1989112333499745,1,2025-11-07 22:42:05.611405
74,L52311,L,0.4980920556241866,0.06349963511490707,0.10301683687130415,-0.7389382268990932,-1.6929467248298729,0,2025-11-07 22:22:05.611405
74,L56866,M,-0.5536331636315563,-0.7476733483885967,0.7716299187139548,-1.1282017655825582,1.1526061116302375,0,2025-11-07 22:32:05.611405
74,L50534,L,1.1647373390173636,0.5204060424340566,-1.4630373375227592,2.463364178777366,-0.06981604698060166,1,2025-11-07 22:42:05.611405
75,H34496,L,0.9950151772494906,0.30785015935504073,-0.9731877762725494,1.066208988218637,0.7510701894353656,1,2025-11-07 22:22:05.611405
75,M20118,L,0.04735267594317017,-0.4096846052621496,3.3245162312040755,-2.2061623342444614,-1.1741442739835544,0,2025-11-07 22:32:05.611405
75,L54006,M,0.2476812891347267,-0.13929361076096888,-0.9358200175619051,1.5866618888251969,0.5551972288375071,0,2025-11-07 22:42:05.611405
75,M17640,L,-1.354947616397811,-1.1532598401403102,-0.0074977221109521494,-0.15005236068564642,-0.9540462645336011,0,2025-11-07 22:52:05.611405
75,M21991,L,1.3793663184801326,1.0773210754893259,0.37624344803128806,-0.5293989192665595,1.8507187790537742,1,2025-11-07 23:02:05.611405
75,M15032,L,-0.3533045504399714,-0.9504665942644343,-0.31693848726126983,-0.2398824080741382,0.382263078555401,0,2025-11-07 23:12:05.611405
76,M21480,L,0.9257604364472122,0.7961040327121521,-1.4951188347987638,2.5775333910225475,1.1262276433314908,1,2025-11-07 22:22:05.611405
78,L53972,L,-0.15297593724841485,-0.47728235388741597,-0.6761108039536028,1.4569073759307087,0.3665417921661186,0,2025-11-07 22:22:05.611405
78,L53148,M,0.2977634424326301,0.40148837824135414,-0.6208535244624747,1.2772472811537245,-0.5138502456336945,0,2025-11-07 22:32:05.611405
78,L51695,L,2.0506388078588493,2.0914320938735895,0.6997954553754882,-0.5393158993691112,-1.1741442739835544,0,2025-11-07 22:42:05.611405
79,L52913,M,0.8486671287094248,0.3338906296160494,0.47324060946186275,-0.4095613864746232,0.20932892827329483,0,2025-11-07 22:22:05.611405
80,M24145,L,0.835819307391636,0.7069169029986243,-1.4047832447334803,2.5889020601849024,1.2184546144699762,1,2025-11-07 22:22:05.611405
80,M22001,L,-0.4033867037378747,-0.6800755997632919,-0.7258423554956182,0.7183047640697756,-1.6929467248298729,0,2025-11-07 22:32:05.611405
82,M15142,L,-1.1269697071848817,-1.112620891850062,-0.25038240469349937,-0.31018110347432176,1.7492429365468831,1,2025-11-07 22:22:05.611405
83,L48755,L,1.3494886616883446,0.4596927457613293,-0.9482564404097655,0.7087193077465564,-1.5211048892884436,1,2025-11-07 22:22:05.611405
83,L50429,M,2.1007209611567244,2.564616334250608,-0.3224642152103826,0.4887390874102958,0.44514822411253047,0,2025-11-07 22:32:05.611405
84,L53901,M,0.35738893445434294,-0.4096846052621496,-1.0346306483679502,2.2677511648912767,-0.34910963371868153,1,2025-11-07 22:22:05.611405
84,L52824,L,-0.5703662382780352,-0.10175686314777466,-0.9659318051689197,1.4601721971798531,1.5439363779896613,1,2025-11-07 22:32:05.611405
84,L50544,L,2.069682264047518,2.1959662938441564,-0.15037256426500292,-0.4758581565093489,1.571102913703179,1,2025-11-07 22:42:05.611405
84,L48072,L,0.30814565308208225,0.2528967579864913,-0.7407695647505155,2.1458777736963865,1.583455475181158,1,2025-11-07 22:52:05.611405
86,M20149,L,-1.0544546966104762,-1.2884553373908814,0.25221149149735017,-0.6491081795106014,1.6399659896979912,0,2025-11-07 22:22:05.611405
86,L56903,M,1.8041762628468183,1.2802591103700858,-1.1152570331492258,1.1109638114353049,-0.45983616813205636,1,2025-11-07 22:32:05.611405
87,M23716,L,-0.7539617768231129,-0.13929361076096888,0.2964173150902527,-0.4894103174866157,1.4984744121944498,0,2025-11-07 22:22:05.611405
87,H30525,H,-1.1546190032062544,-0.47728235388741597,-0.7700481790885206,0.8879837424702598,0.6180823743946366,0,2025-11-07 22:32:05.611405
88,L54908,L,1.219868579601402,0.16132104792776805,-1.1147945928196317,1.3307992261309582,-1.4436234512512616,1,2025-11-07 22:22:05.611405
90,M24450,L,-1.1546190032062544,-1.018064342889739,-0.47718459778554145,0.5486257856692905,-0.3409160953515884,0,2025-11-07 22:22:05.611405
91,L55357,L,-0.8970039451346505,-1.2567066163179337,-1.3971752330920635,2.072372065746346,1.6695013364592206,1,2025-11-07 22:22:05.611405
91,M15398,L,-1.0544546966104762,-0.6800755997632919,0.24116003559912452,-0.32971245546262995,-0.0579329403445056,0,2025-11-07 22:32:05.611405
91,M22795,L,-0.503551010333653,0.06349963511490707,0.24116003559912452,-0.41954250285112243,0.5394759424482247,0,2025-11-07 22:42:05.611405
94,L53342,M,1.5498172748799297,1.7534433507471425,0.1527483884133195,-0.7089948777695962,0.382263078555401,0,2025-11-07 22:22:05.611405
95,L52336,L,0.09743482924104507,1.2126613617448194,-0.4164015903453005,0.4488146219042996,1.1211635388516727,0,2025-11-07 22:22:05.611405
96,M23716,L,-0.8571957793484553,-0.7314364397844616,-0.9277068307699153,2.5402249817928806,-1.573496226612409,1,2025-11-07 22:22:05.611405
96,M16748,M,0.7096164062785912,0.39327237361209294,-1.108916497505877,2.5341638752076796,-1.6319125599888238,1,2025-11-07 22:32:05.611405
97,L49056,L,1.3081766599615958,0.7073915739322751,-1.41756418806378,2.808796701884342,0.1047859992837997,1,2025-11-07 22:22:05.611405
97,M18926,M,1.0489957419010099,0.46908612686662055,-1.0187748313715863,0.7159152758498583,1.6375222004559329,1,2025-11-07 22:32:05.611405
99,L47389,L,1.014253378653749,0.4065620437275287,-1.0196024571317976,0.9556041074479027,-0.9647615184874068,1,2025-11-07 22:22:05.611405
100,M18075,M,0.2977634424326301,1.4830523562459619,3.5068652535247984,-2.1462756359854667,-0.199424517848047,0,2025-11-07 22:22:05.611405
100,M24016,L,1.6579917612584336,1.0990891408009005,-1.2287163098664426,0.6348159533435159,1.7223557676702046,1,2025-11-07 22:32:05.611405
100,H37737,M,0.8987492820073282,0.7394771213678013,0.5948066243423447,-0.8387493906640842,-1.5986190064941785,0,2025-11-07 22:42:05.611405
100,M16370,L,-1.3048654630999361,-0.815271097013863,0.5561265286985551,-0.5792403648751074,0.5394759424482247,0,2025-11-07 22:52:05.611405
101,M19075,L,1.8503101946672644,1.5506501048712666,-0.8584598262743257,0.5885502511752868,0.20932892827329483,0,2025-11-07 22:22:05.611405
104,L49872,L,-0.2366271257409175,0.5330811733555154,-1.684259182582469,2.4833664964264996,1.6033397847912843,1,2025-11-07 22:22:05.611405
105,L55081,L,-1.0043725433125728,-0.8828688456391679,-0.18432101648256224,0.698342531316777,1.5770808441408617,0,2025-11-07 22:22:05.611405
105,L53592,L,1.21582631375169,0.18750303540654065,-1.2797684327215668,2.185463140492972,-0.25533392867360394,1,2025-11-07 22:32:05.611405
105,L56334,L,1.6271632137457208,1.047867092462098,-1.03335406842981,0.8445748320471758,-0.1304928282723788,1,2025-11-07 22:42:05.611405
106,M17778,L,0.8064677637775323,0.07413932832579102,-1.1724290434498477,0.836182419848764,-0.4984918300721494,1,2025-11-07 22:22:05.611405
106,H38912,L,1.2493243550925663,0.9422703672436388,0.7440012789683907,-1.2978807439830429,1.8129001399800972,0,2025-11-07 22:32:05.611405
107,L51649,L,1.0376214188876407,0.19411313758558651,-1.0133115198287543,0.6543587510497344,0.9635770811934355,1,2025-11-07 22:22:05.611405
107,M21650,L,1.6102019880521188,1.031757033304417,-0.24868261064525665,0.6024953020596435,2.021214719454239,1,2025-11-07 22:32:05.611405
107,L57060,H,0.19759913583682334,1.0774658644942483,0.9705561248820161,-0.9185983216760771,1.4984744121944498,0,2025-11-07 22:42:05.611405
107,L55906,L,1.5115025434471707,0.9952981758856023,-1.1412379146425442,1.4561319013312017,1.829842878740697,1,2025-11-07 22:52:05.611405
108,M21189,L,1.9003923479651679,2.040165713027316,-1.1089631751261204,1.9569697312181968,1.5603026253476386,1,2025-11-07 22:22:05.611405
111,L49245,L,0.847283371043445,0.1292296744524587,-1.2540515663507774,1.7319662215418345,-1.0510640101406767,1,2025-11-07 22:22:05.611405
112,M20202,M,-2.2564263757598724,-2.7080080585219743,0.5616522566476678,-0.3396935718391292,-1.362799710654943,0,2025-11-07 22:22:05.611405
112,M16928,H,0.19759913583682334,1.2126613617448194,5.286149653139125,-2.6453314548104214,-1.614340292883461,0,2025-11-07 22:32:05.611405
112,M23352,M,-0.0027294773547332,-0.20689135938627365,0.6224352640879088,-1.1381828819590571,0.06783735076975342,0,2025-11-07 22:42:05.611405
113,L49422,L,0.9827575488055276,0.7062228774824058,6.3720887563737865,-2.805350985516412,-1.2441921712826154,1,2025-11-07 22:22:05.611405
115,L56731,M,0.7527397368944815,0.27487096364420366,6.082405894702292,-2.794837101609715,-1.359474686355354,1,2025-11-07 22:22:05.611405
115,L53602,L,0.8661707925491842,0.10347454535496425,4.635597213747357,-2.608358228357207,1.4973774464872407,1,2025-11-07 22:32:05.611405
115,L50582,M,1.1133585220109612,0.45931366077535674,-1.0369249220829457,0.7738626145493951,0.1148129403294604,1,2025-11-07 22:42:05.611405
116,L55964,H,1.0489957419010099,1.0774658644942483,0.8931959335944367,-1.3777296749950358,-0.9697675509228835,0,2025-11-07 22:22:05.611405
116,H39385,L,0.43951866150538527,0.449613432758188,-1.1244406933162798,2.9039887470658234,-0.7776444461653587,1,2025-11-07 22:32:05.611405
116,L49834,L,0.14751698253894843,-0.27448910801154003,-0.3942986785488492,0.46877685465729807,1.1211635388516727,0,2025-11-07 22:42:05.611405
117,L47564,M,-0.9042082367167945,-0.815271097013863,0.4787663374109756,0.03958885046783633,-1.3785209970442254,0,2025-11-07 22:22:05.611405
117,M17748,L,0.2476812891347267,1.2802591103700858,1.9209813321294205,-1.8268799119374954,-0.8125546870300597,0,2025-11-07 22:32:05.611405
117,H37729,L,0.9628986744457915,-0.0337217083639496,-0.9338942049470168,0.7611498892265732,1.1103897469738266,1,2025-11-07 22:42:05.611405
118,L53748,L,-0.39559523950407793,-1.0075479132632736,-0.8864562474136567,1.0873900520936541,1.7608446444689503,1,2025-11-07 22:22:05.611405
118,L47668,L,0.04735267594317017,1.0098681158689435,-0.22300111212635196,0.3390223417628093,-0.6710631095265183,0,2025-11-07 22:32:05.611405
119,H33189,M,-0.6537974702273347,0.13109738374017343,0.3240459548358168,-0.6690704122636,-1.1269804148157072,0,2025-11-07 22:22:05.611405
119,M17473,L,1.6718521563579245,1.1365049243519865,-0.8843604700219271,1.3309440515161455,1.6656397966939172,1,2025-11-07 22:32:05.611405
123,M24600,L,1.149160048496788,0.5366838754919253,0.6113838081896832,-0.7589004596520917,-1.284193278708531,0,2025-11-07 22:22:05.611405
123,M24572,M,0.9831015482550044,0.27696393103871875,-1.7665786245992832,1.6370756332715748,-0.4559286569195149,1,2025-11-07 22:32:05.611405
124,L56911,M,0.44800990232628324,0.5366838754919253,-0.758996723190295,0.8081348114582674,-1.3470784242656606,0,2025-11-07 22:22:05.611405
125,L48875,M,-1.0544546966104762,-0.004098113510397719,-0.5545447890731209,0.16934336336232506,1.215491257187367,0,2025-11-07 22:22:05.611405
125,L56012,L,1.2493243550925663,1.0098681158689435,0.35167459458138084,-0.7589004596520917,1.3569828346909083,0,2025-11-07 22:32:05.611405
126,L52951,L,1.8002280413693894,1.7534433507471425,0.3682517784287193,-0.6391270631341022,1.1997699707980847,0,2025-11-07 22:22:05.611405
127,M16270,H,0.2977634424326301,1.1450636131195147,-0.21747538417723913,-0.32971245546262995,-1.4256848562120725,0,2025-11-07 22:22:05.611405
127,M22470,L,-0.8645835305847845,-1.0401008787539094,-1.2603818867038032,2.8783941326013345,1.154046442556738,1,2025-11-07 22:32:05.611405
131,L50317,L,1.8503101946672644,2.023834345248285,-0.460607413938203,0.5486257856692905,-0.8911611189764717,0,2025-11-07 22:22:05.611405
131,H37297,L,1.8912586372338234,1.9352374390670783,-0.7216571419900346,0.8666019200378958,1.6313645015780645,1,2025-11-07 22:32:05.611405
131,H30013,L,1.668786527790821,1.1282293381156967,-1.0579995122728303,1.455375902443978,1.3236736075540838,1,2025-11-07 22:42:05.611405
135,L53952,L,1.4997351215820263,0.8070748699930677,-0.9638694382217313,0.7763051108367707,-0.22104476255641534,1,2025-11-07 22:22:05.611405
